Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Kastepistelämpötila (degC),Näkyvyys (m),Tuulen suunta (deg),Puuskanopeus (m/s),Tuulen nopeus (m/s)
2018,2,28,06:00,UTC,0,1052.6,83,0,44,-25.9,-28,20651,29,1.4,1
2018,2,28,07:00,UTC,0,1052.4,78,0,44,-25.8,-28.5,21160,26,1,0.7
2018,2,28,08:00,UTC,0,1052.4,73,0,43,-22.1,-25.6,19932,0,0,0
2018,2,28,09:00,UTC,0,1052.2,70,0,44,-20.4,-24.5,20535,344,1.2,0.9
2018,2,28,10:00,UTC,0,1051.7,70,0,44,-18.4,-22.5,25187,250,1,0.8
2018,2,28,11:00,UTC,0,1051.1,59,0,44,-15,-21.2,28801,218,1.2,1
2018,2,28,12:00,UTC,0,1050.6,48,0,43,-13.1,-21.8,27698,0,0,0
2018,2,28,13:00,UTC,0,1049.8,52,0,44,-13.5,-21.2,25139,0,0,0
2018,2,28,14:00,UTC,0,1049,52,0,44,-12.9,-20.6,30252,194,1.7,1.5
2018,2,28,15:00,UTC,0,1048.5,56,0,44,-13.7,-20.5,30746,277,1.9,1.5
2018,2,28,16:00,UTC,0,1047.8,62,0,44,-15.4,-21.1,31199,210,1.3,1
2018,2,28,17:00,UTC,0,1047.2,76,0,43,-18.4,-21.6,26010,0,0,0
2018,2,28,18:00,UTC,0,1047,75,0,43,-22.6,-25.9,25989,17,1.7,1.2
2018,2,28,19:00,UTC,0,1046.4,86,0,44,-21.2,-23,23690,39,1.2,0.9
2018,2,28,20:00,UTC,0,1046,79,0,44,-24.2,-26.8,23149,20,1.3,0.9
2018,2,28,21:00,UTC,0,1044.9,84,0,44,-22.2,-24.2,22012,178,1.6,1.2
2018,2,28,22:00,UTC,7,1044.6,84,0,44,-22.9,-24.9,19032,0,0,0
2018,2,28,23:00,UTC,2,1043.9,83,0,44,-24,-26,9713,14,0.9,0.5
2018,3,1,00:00,UTC,8,1043.2,82,0,44,-24,-26.2,22537,169,0.8,0.6
2018,3,1,01:00,UTC,0,1042.4,82,0,44,-24.1,-26.4,19632,,0,0
2018,3,1,02:00,UTC,1,1041.7,81,0,44,-24.4,-26.7,18951,0,0,0
2018,3,1,03:00,UTC,0,1041.1,81,0,44,-25.1,-27.5,20669,0,0,0
2018,3,1,04:00,UTC,0,1040.5,79,0,44,-25.9,-28.5,20306,36,1.1,0.8
2018,3,1,05:00,UTC,0,1040.1,81,0,44,-25,-27.4,21575,0,0,0
2018,3,1,06:00,UTC,3,1039.6,80,0,44,-25.4,-27.8,22602,357,1.3,1
2018,3,1,07:00,UTC,1,1038.9,79,0,44,-24.9,-27.5,8105,334,1.1,0.6
2018,3,1,08:00,UTC,2,1038.2,77,0,44,-22.4,-25.3,20036,42,0.8,0.6
2018,3,1,09:00,UTC,0,1037.5,79,0,44,-19.3,-22,22133,34,1.5,1.2
2018,3,1,10:00,UTC,0,1036.6,72,0,43,-15.7,-19.7,21910,146,1.3,1
2018,3,1,11:00,UTC,0,1035.5,62,0,43,-9,-15.1,24730,218,3.4,2.1
2018,3,1,12:00,UTC,0,1034.6,57,0,43,-6.7,-13.7,30382,223,3.3,2.4
2018,3,1,13:00,UTC,0,1033.8,52,0,44,-5.7,-14,39252,226,3.1,1.9
2018,3,1,14:00,UTC,0,1033.1,57,0,44,-6.1,-13.2,37127,223,2.4,1.9
2018,3,1,15:00,UTC,0,1032.6,63,0,44,-7.4,-13.2,42674,233,2.4,1.8
2018,3,1,16:00,UTC,0,1032,69,0,44,-8.8,-13.5,37504,285,1.3,0.7
2018,3,1,17:00,UTC,0,1031.7,84,0,43,-13.2,-15.4,35244,0,0,0
2018,3,1,18:00,UTC,0,1031.4,91,0,44,-17.7,-18.8,30901,24,1.3,1
2018,3,1,19:00,UTC,0,1030.9,91,0,43,-17.8,-18.8,28339,0,0,0
2018,3,1,20:00,UTC,0,1030.6,91,0,44,-18.2,-19.3,26676,19,1.5,0.7
2018,3,1,21:00,UTC,0,1030.2,91,0,44,-18.9,-20.1,27303,37,1,0.7
2018,3,1,22:00,UTC,0,1029.7,88,0,43,-21.1,-22.5,35395,13,1.9,1.5
2018,3,1,23:00,UTC,0,1029.5,86,0,44,-20.5,-22.2,26669,,0,0
2018,3,2,00:00,UTC,0,1029.1,84,0,44,-22,-23.9,31213,41,0.9,0.7
2018,3,2,01:00,UTC,0,1028.3,86,0,44,-20.9,-22.6,31719,30,1.2,0.9
2018,3,2,02:00,UTC,0,1027.9,85,0,44,-21.3,-23.2,34372,23,0.9,0.7
2018,3,2,03:00,UTC,0,1027.4,84,0,43,-21.7,-23.7,36453,26,1.2,0.8
2018,3,2,04:00,UTC,7,1026.9,84,0,44,-21.5,-23.5,35288,14,1,0.7
2018,3,2,05:00,UTC,7,1026.2,87,0,44,-18.8,-20.5,33817,0,0,0
2018,3,2,06:00,UTC,7,1026,86,0,44,-18.8,-20.6,28103,0,0,0
2018,3,2,07:00,UTC,7,1025.7,87,0,43,-17.5,-19.1,28974,349,1.1,0.7
2018,3,2,08:00,UTC,8,1025.6,85,0,43,-15.7,-17.7,32825,0,0,0
2018,3,2,09:00,UTC,8,1025.1,86,0,44,-13.6,-15.5,30598,354,1.1,0.7
2018,3,2,10:00,UTC,8,1024.7,80,0,44,-11.4,-14.2,27741,21,1.3,0.6
2018,3,2,11:00,UTC,8,1024.1,78,0,43,-9.1,-12.3,29309,180,0.9,0.5
2018,3,2,12:00,UTC,8,1023.4,70,0,43,-6.9,-11.5,40127,195,1.3,1
2018,3,2,13:00,UTC,8,1022.8,71,0,43,-6.7,-11.2,30757,0,0,0
2018,3,2,14:00,UTC,8,1022.2,91,0,44,-6.4,-7.7,6488,18,3.3,1.9
2018,3,2,15:00,UTC,8,1021.6,93,0,44,-6.2,-7.2,21147,12,2.8,2.1
2018,3,2,16:00,UTC,8,1021.1,94,0,44,-6.4,-7.2,5194,34,2.7,1.8
2018,3,2,17:00,UTC,8,1020.9,98,0,44,-6.3,-6.5,4822,20,1.1,0.6
2018,3,2,18:00,UTC,8,1020.6,98,0,44,-6,-6.3,2851,15,1.9,1.3
2018,3,2,19:00,UTC,8,1020.5,98,0,44,-5.9,-6.1,2362,18,1.7,1.3
2018,3,2,20:00,UTC,8,1020.1,98,0,44,-5.8,-6.1,2581,39,1.4,0.9
2018,3,2,21:00,UTC,8,1019.8,97,0,44,-6,-6.3,12083,357,1.5,1.2
2018,3,2,22:00,UTC,8,1019.5,97,0,44,-6.2,-6.6,15227,7,1.5,1.2
2018,3,2,23:00,UTC,8,1018.9,97,0,44,-6.6,-7,4737,0,0,0
2018,3,3,00:00,UTC,8,1018.5,97,0,44,-6.5,-6.8,9297,0,0,0
2018,3,3,01:00,UTC,8,1018.1,97,0,44,-6.6,-7,8133,325,1.5,1.1
2018,3,3,02:00,UTC,8,1017.6,96,0,44,-6.8,-7.3,13135,358,0.7,0.5
2018,3,3,03:00,UTC,8,1017.3,96,0,44,-7,-7.5,11241,0,0,0
2018,3,3,04:00,UTC,8,1016.9,96,0,44,-7.1,-7.6,10140,172,0.8,0.6
2018,3,3,05:00,UTC,8,1016.4,96,0,44,-7.2,-7.8,17153,0,0,0
2018,3,3,06:00,UTC,8,1016.1,95,0,44,-7.5,-8.1,13059,138,2.7,1.7
2018,3,3,07:00,UTC,8,1016.1,94,0,44,-7.2,-8,8301,180,1.8,1.4
2018,3,3,08:00,UTC,8,1016.1,92,0,44,-7,-8,16425,193,2.2,1.9
2018,3,3,09:00,UTC,8,1015.8,84,0,44,-6.9,-9.1,19814,249,1.6,1
2018,3,3,10:00,UTC,8,1015.6,83,0,44,-6.8,-9.3,18860,319,0.9,0.7
2018,3,3,11:00,UTC,8,1015.2,75,0,44,-5.9,-9.7,33742,136,2.5,1.7
2018,3,3,12:00,UTC,8,1014.7,74,0,44,-6.2,-10.1,35751,123,2.7,1.7
2018,3,3,13:00,UTC,8,1014.3,72,0,44,-6,-10.1,46429,60,2.4,1.2
2018,3,3,14:00,UTC,6,1014.2,80,0,44,-7.4,-10.3,50000,43,4.5,2.7
2018,3,3,15:00,UTC,7,1014,81,0,44,-8.5,-11.2,50000,26,2.9,2.1
2018,3,3,16:00,UTC,7,1013.6,84,0,43,-9.5,-11.7,50000,56,2.3,1.8
2018,3,3,17:00,UTC,7,1013.5,84,0,43,-9.4,-11.7,50000,66,2.5,1.9
2018,3,3,18:00,UTC,7,1013.1,89,0,43,-10.7,-12.1,50000,52,1.2,0.9
2018,3,3,19:00,UTC,3,1013.4,87,0,43,-15.4,-17.1,50000,22,1.1,0.8
2018,3,3,20:00,UTC,6,1013.1,90,0,43,-15.1,-16.3,50000,9,2.6,1.9
2018,3,3,21:00,UTC,0,1013,93,0,44,-16.5,-17.3,50000,0,0,0
2018,3,3,22:00,UTC,0,1013,90,0,43,-17.8,-19.1,50000,46,1.4,1.2
2018,3,3,23:00,UTC,2,1012.8,90,0,44,-17.4,-18.7,50000,0,0,0
2018,3,4,00:00,UTC,7,1012.6,87,0,43,-17.9,-19.5,50000,0,0,0
2018,3,4,01:00,UTC,7,1012.3,88,0,44,-17.2,-18.7,48466,0,0,0
2018,3,4,02:00,UTC,7,1012,87,0,44,-16.8,-18.4,47778,0,0,0
2018,3,4,03:00,UTC,7,1011.9,88,0,44,-15.6,-17.1,50000,0,0,0
2018,3,4,04:00,UTC,8,1011.7,89,0,44,-14.4,-15.8,32924,0,0,0
2018,3,4,05:00,UTC,8,1011.5,89,0,44,-13.6,-15.1,9042,157,0.8,0.5
2018,3,4,06:00,UTC,7,1011.6,90,0,44,-13.2,-14.5,1935,0,0,0
2018,3,4,07:00,UTC,8,1011.6,89,0,44,-12.6,-14,3891,,0,0
2018,3,4,08:00,UTC,7,1011.5,88,0,43,-11.8,-13.4,4832,350,0.7,0.5
2018,3,4,09:00,UTC,7,1011.5,88,0,43,-10,-11.6,17724,30,0.6,0.5
2018,3,4,10:00,UTC,8,1011.4,89,0,43,-8,-9.4,11859,3,2,1.5
2018,3,4,11:00,UTC,3,1011.3,82,0,43,-6.6,-9.1,41466,10,1.9,1.5
2018,3,4,12:00,UTC,8,1011.2,83,0,43,-6.3,-8.8,14236,27,2.3,1.7
2018,3,4,13:00,UTC,2,1010.9,77,0,43,-5.1,-8.5,43567,2,2.5,2
2018,3,4,14:00,UTC,8,1010.7,82,0,44,-5,-7.6,38165,21,3.8,2.6
2018,3,4,15:00,UTC,8,1010.9,88,0,43,-6,-7.6,8517,28,3.8,2.8
2018,3,4,16:00,UTC,6,1011.1,90,0,43,-7.2,-8.6,6640,32,2.5,1.8
2018,3,4,17:00,UTC,6,1011.1,91,0,43,-9.2,-10.4,16826,27,2.7,1.9
2018,3,4,18:00,UTC,7,1011.1,96,0,44,-7.9,-8.4,4592,47,2.5,2
2018,3,4,19:00,UTC,8,1011.3,95,0,43,-8.3,-9,5557,50,1.7,1.5
2018,3,4,20:00,UTC,8,1011.7,97,0,43,-9.6,-10,9223,31,1.7,1.4
2018,3,4,21:00,UTC,0,1011.9,95,0,43,-11.4,-12.1,11809,69,2.6,1.9
2018,3,4,22:00,UTC,0,1012.3,94,0,43,-11.7,-12.5,16034,65,2,1.6
2018,3,4,23:00,UTC,0,1012.5,94,0,43,-12.3,-13.1,15541,70,2.1,1.7
2018,3,5,00:00,UTC,7,1012.8,93,0,43,-11.7,-12.6,13270,55,1.3,0.8
2018,3,5,01:00,UTC,7,1012.9,92,0,43,-11.8,-12.8,11922,64,1.8,0.9
2018,3,5,02:00,UTC,6,1012.9,93,0,43,-12,-12.9,7565,22,1.7,1
2018,3,5,03:00,UTC,5,1013,93,0,43,-12.1,-13,15762,23,1.9,1.2
2018,3,5,04:00,UTC,8,1013.1,93,0,43,-11.9,-12.8,16180,9,1.8,1.2
2018,3,5,05:00,UTC,7,1013.1,93,0,43,-11.2,-12.1,6604,72,2,1.1
2018,3,5,06:00,UTC,8,1013.5,93,0,44,-10.8,-11.7,5603,41,1.4,0.6
2018,3,5,07:00,UTC,7,1013.7,92,0,44,-11.2,-12.2,6120,80,2.8,2
2018,3,5,08:00,UTC,7,1013.8,92,0,44,-10,-11.1,27658,94,2.7,1.8
2018,3,5,09:00,UTC,7,1013.7,90,0,43,-8.8,-10.1,8194,93,4.1,3.1
2018,3,5,10:00,UTC,7,1013.8,82,0,43,-8.2,-10.7,13141,103,5,3.2
2018,3,5,11:00,UTC,6,1013.8,74,0,43,-7.4,-11.2,22196,130,5.7,3.9
2018,3,5,12:00,UTC,6,1013.8,74,0,43,-7,-10.9,33938,105,3.3,1.6
2018,3,5,13:00,UTC,7,1013.4,73,0,43,-6.4,-10.5,15905,88,3.6,2.6
2018,3,5,14:00,UTC,8,1013.3,75,0,43,-6.5,-10.2,41451,120,4.1,2.8
2018,3,5,15:00,UTC,8,1013.3,83,0,44,-6.7,-9.1,4912,103,3.5,2.4
2018,3,5,16:00,UTC,7,1013.2,88,0,43,-7.5,-9.1,3290,100,2.9,2
2018,3,5,17:00,UTC,8,1013.3,94,0,43,-10.1,-10.8,29680,83,2.4,1.9
2018,3,5,18:00,UTC,7,1013.3,92,0,43,-10.7,-11.7,33623,84,2.6,2.1
2018,3,5,19:00,UTC,5,1013.5,89,0,43,-10.6,-12,30877,98,3,2.3
2018,3,5,20:00,UTC,8,1013.5,86,0,43,-10,-11.9,27694,96,3.2,2.5
2018,3,5,21:00,UTC,8,1013.5,86,0,43,-10.3,-12.2,26452,100,4.2,2.9
2018,3,5,22:00,UTC,7,1013.5,84,0,43,-9.8,-12,7893,96,4.4,3.1
2018,3,5,23:00,UTC,7,1013.4,82,0,43,-9.6,-12,50000,108,4.4,2.9
2018,3,6,00:00,UTC,8,1013.2,83,0,43,-9.5,-11.8,50000,114,5.2,3
2018,3,6,01:00,UTC,7,1013.2,85,0,43,-10.9,-12.9,50000,111,3.6,2.4
2018,3,6,02:00,UTC,7,1012.8,86,0,43,-11,-12.9,50000,100,4.1,2.9
2018,3,6,03:00,UTC,7,1012.5,86,0,43,-10.5,-12.5,14992,95,5.3,3.4
2018,3,6,04:00,UTC,7,1012.2,86,0,43,-11,-12.8,50000,96,4.2,2.8
2018,3,6,05:00,UTC,8,1012,86,0,43,-11,-12.9,47117,100,5.5,3.3
2018,3,6,06:00,UTC,7,1011.9,85,0,43,-11.2,-13.2,42386,109,6.3,3.9
2018,3,6,07:00,UTC,2,1012.1,80,0,43,-11.4,-14.1,45814,111,6,3.7
2018,3,6,08:00,UTC,4,1012,76,0,43,-11,-14.4,46126,112,5.5,3.6
2018,3,6,09:00,UTC,7,1012,72,0,43,-10.1,-14.3,49813,97,5.2,3.2
2018,3,6,10:00,UTC,7,1011.9,69,0,44,-9,-13.6,41043,101,5.5,3.9
2018,3,6,11:00,UTC,5,1011.5,68,0,44,-7.7,-12.7,43382,100,5.6,3.9
2018,3,6,12:00,UTC,6,1011.2,66,0,44,-6.9,-12.2,34840,92,5.2,3.3
2018,3,6,13:00,UTC,2,1010.9,67,0,44,-6.7,-11.7,50000,88,6.9,4
2018,3,6,14:00,UTC,4,1010.6,67,0,43,-6.1,-11.3,50000,126,6.5,4.2
2018,3,6,15:00,UTC,4,1010.6,67,0,43,-6.6,-11.7,45466,106,6.8,4.4
2018,3,6,16:00,UTC,7,1010.8,70,0,43,-7.8,-12.4,50000,103,6.3,4.2
2018,3,6,17:00,UTC,4,1011,66,0,43,-8.4,-13.7,50000,110,6,3.9
2018,3,6,18:00,UTC,2,1011.1,62,0,43,-9.3,-15.2,50000,106,5.6,3.5
2018,3,6,19:00,UTC,7,1011.3,62,0,43,-9.8,-15.7,50000,107,5.4,3.7
2018,3,6,20:00,UTC,7,1011.5,61,0,43,-10.2,-16.2,50000,119,5.9,3.9
2018,3,6,21:00,UTC,5,1011.7,64,0,43,-10.6,-16.1,50000,113,4.9,3
2018,3,6,22:00,UTC,7,1011.9,66,0,43,-11.5,-16.6,50000,109,5.1,2.8
2018,3,6,23:00,UTC,6,1011.8,67,0,43,-12.6,-17.6,50000,89,3.3,2.2
2018,3,7,00:00,UTC,0,1012,75,0,43,-15,-18.4,50000,73,2.7,1.6
2018,3,7,01:00,UTC,0,1011.8,72,0,43,-14.5,-18.3,50000,95,3.3,1.9
2018,3,7,02:00,UTC,0,1011.7,75,0,43,-16.8,-20.1,50000,80,2.5,1.8
2018,3,7,03:00,UTC,0,1011.4,75,0,43,-15.9,-19.3,50000,97,3.7,2.3
2018,3,7,04:00,UTC,0,1011.6,74,0,43,-16.1,-19.7,50000,97,4.8,3
2018,3,7,05:00,UTC,0,1011.6,79,0,43,-17.6,-20.3,50000,89,2.9,1.8
2018,3,7,06:00,UTC,0,1011.6,75,0,43,-16.3,-19.6,44330,107,4.9,3.1
2018,3,7,07:00,UTC,0,1011.7,70,0,43,-14.9,-19.2,43076,114,5.3,3.7
2018,3,7,08:00,UTC,0,1011.4,65,0,43,-13.4,-18.6,45447,110,5.2,3.5
2018,3,7,09:00,UTC,1,1011.6,61,0,43,-11.8,-17.7,30329,107,4.3,2.1
2018,3,7,10:00,UTC,0,1011.2,56,0,43,-9.8,-17,43112,86,4.2,2.5
2018,3,7,11:00,UTC,0,1011,52,0,43,-7.7,-15.9,44605,112,5.5,3.1
2018,3,7,12:00,UTC,0,1010.3,50,0,43,-6.4,-15.2,35533,96,6,3.8
2018,3,7,13:00,UTC,0,1010.1,46,0,43,-5.6,-15.3,48838,89,5,3.4
2018,3,7,14:00,UTC,0,1009.8,48,0,43,-5.6,-14.8,50000,91,4.6,2.8
2018,3,7,15:00,UTC,0,1009.8,49,0,43,-6.1,-15.1,47508,97,5.3,3.5
2018,3,7,16:00,UTC,0,1009.9,52,0,43,-6.8,-15.2,50000,93,4.2,2.9
2018,3,7,17:00,UTC,4,1010.2,57,0,43,-8.3,-15.4,50000,98,3.3,2.5
2018,3,7,18:00,UTC,0,1010.5,57,0,43,-8.9,-15.9,48472,114,3.6,2.5
2018,3,7,19:00,UTC,7,1010.3,59,0,43,-9,-15.5,50000,124,5,3.6
2018,3,7,20:00,UTC,7,1010.5,58,0,43,-8.9,-15.7,50000,133,5.2,3.8
2018,3,7,21:00,UTC,0,1010.6,60,0,43,-10.5,-16.7,50000,124,4.2,3.1
2018,3,7,22:00,UTC,4,1010.8,65,0,42,-11.6,-16.9,50000,100,3.3,2.4
2018,3,7,23:00,UTC,4,1011,71,0,42,-13.8,-18,50000,76,2.1,1.5
2018,3,8,00:00,UTC,0,1011,74,0,41,-14.1,-17.8,50000,88,2.5,1.5
2018,3,8,01:00,UTC,4,1011.1,76,0,41,-14.3,-17.5,50000,70,2.1,1
2018,3,8,02:00,UTC,0,1010.9,74,0,42,-13.8,-17.4,50000,77,2.5,1.2
2018,3,8,03:00,UTC,0,1010.5,82,0,41,-14.9,-17.3,50000,64,2.2,1
2018,3,8,04:00,UTC,1,1010.5,82,0,41,-15.2,-17.6,45711,61,1.5,0.9
2018,3,8,05:00,UTC,0,1010.3,84,0,41,-15.7,-17.8,48276,63,1.3,0.5
2018,3,8,06:00,UTC,0,1010.4,78,0,42,-14.3,-17.2,41720,105,3.3,1.9
2018,3,8,07:00,UTC,0,1010.5,75,0,41,-13.4,-16.9,35112,80,2.5,1.7
2018,3,8,08:00,UTC,0,1010.5,70,0,44,-11.7,-16.2,34445,115,4.7,2.5
2018,3,8,09:00,UTC,0,1010.3,66,0,44,-10.4,-15.6,33261,118,4.6,1.9
2018,3,8,10:00,UTC,0,1010,67,0,44,-9.3,-14.3,38090,102,3.6,2.6
2018,3,8,11:00,UTC,7,1009.7,61,0,43,-7.5,-13.6,35533,90,4.4,2.8
2018,3,8,12:00,UTC,4,1009.4,59,0,43,-6.4,-13.2,28864,58,4.5,3.2
2018,3,8,13:00,UTC,0,1009,61,0,43,-6.5,-12.8,39095,60,4.1,3
2018,3,8,14:00,UTC,0,1008.8,60,0,43,-5.9,-12.5,41402,64,6.2,3.4
2018,3,8,15:00,UTC,2,1008.5,58,0,43,-5.8,-12.7,50000,69,5.7,3.5
2018,3,8,16:00,UTC,7,1008.3,61,0,43,-6.1,-12.3,47265,70,5.3,3.4
2018,3,8,17:00,UTC,6,1008.1,63,0,43,-6.8,-12.6,49469,,,
2018,3,8,18:00,UTC,3,1008.2,67,0,43,-7.4,-12.5,50000,77,4.9,3.3
2018,3,8,19:00,UTC,7,1008,69,0,43,-7.5,-12.1,50000,83,4.2,2.9
2018,3,8,20:00,UTC,7,1007.9,70,0,43,-7.2,-11.7,48084,94,4.4,2.6
2018,3,8,21:00,UTC,7,1007.8,72,0,43,-7.1,-11.3,50000,90,5.1,3.2
2018,3,8,22:00,UTC,6,1007.5,73,0,43,-7.7,-11.6,44616,88,4.4,2.8
2018,3,8,23:00,UTC,8,1007.3,74,0,43,-7.1,-10.9,48943,94,6.3,3.7
2018,3,9,00:00,UTC,8,1006.9,76,0,43,-6.6,-10.2,45008,100,4.9,3.2
2018,3,9,01:00,UTC,8,1006.6,78,0,43,-6.4,-9.6,9309,111,6.4,4
2018,3,9,02:00,UTC,8,1006.2,94,0.2,44,-6.8,-7.6,2290,101,5.2,3.5
2018,3,9,03:00,UTC,8,1005.6,94,0,44,-6.5,-7.3,2457,109,6,4.1
2018,3,9,04:00,UTC,8,1005.2,93,0,44,-6.1,-7,8249,110,6.1,4
2018,3,9,05:00,UTC,8,1005,93,0,44,-5.8,-6.7,4468,113,6.8,4.6
2018,3,9,06:00,UTC,8,1005,92,0,44,-5.6,-6.6,7108,115,5.5,3.7
2018,3,9,07:00,UTC,8,1005,92,0,44,-4.9,-6,3715,113,5,3
2018,3,9,08:00,UTC,8,1004.8,90,0,44,-4.2,-5.5,3773,115,5.3,3.2
2018,3,9,09:00,UTC,8,1004.6,90,0,44,-3.6,-5.1,7324,115,6,3.4
2018,3,9,10:00,UTC,7,1004.7,90,0,44,-3,-4.4,6393,116,4.7,3.2
2018,3,9,11:00,UTC,7,1004.7,92,0.5,44,-2.5,-3.7,5819,116,4.8,3.1
2018,3,9,12:00,UTC,8,1004.5,88,0,44,-2.1,-3.8,13255,118,5.3,3.3
2018,3,9,13:00,UTC,8,1004.7,91,0,43,-2.2,-3.4,5607,120,5,3.5
2018,3,9,14:00,UTC,8,1005,97,0.2,44,-2.3,-2.7,1853,115,4.8,3.3
2018,3,9,15:00,UTC,8,1005,97,0.5,44,-2,-2.5,2980,117,4.1,2.2
2018,3,9,16:00,UTC,8,1005.2,97,0,43,-1.8,-2.2,5744,122,4.4,2.8
2018,3,9,17:00,UTC,7,1005.4,97,0,43,-1.8,-2.2,9508,121,4.2,2.8
2018,3,9,18:00,UTC,7,1005.5,97,0,44,-1.8,-2.2,5647,118,5.5,2.8
2018,3,9,19:00,UTC,8,1005.6,97,0,45,-1.5,-1.9,4498,125,5.2,3.5
2018,3,9,20:00,UTC,8,1005.7,98,0.5,45,-1.4,-1.7,2039,128,5.3,3.5
2018,3,9,21:00,UTC,8,1005.8,98,0,45,-1,-1.3,4546,138,4.8,3.3
2018,3,9,22:00,UTC,8,1006,98,0,46,-0.7,-1,4334,145,6.4,4
2018,3,9,23:00,UTC,7,1006.2,98,0,46,-0.3,-0.6,14967,155,6,3.8
2018,3,10,00:00,UTC,8,1006.2,98,0,46,-0.3,-0.5,9824,153,7.5,4.4
2018,3,10,01:00,UTC,8,1006.5,99,0,46,-0.1,-0.3,6558,145,5.3,3.7
2018,3,10,02:00,UTC,8,1006.7,99,0,46,0,-0.2,5298,155,6.3,4.6
2018,3,10,03:00,UTC,8,1006.7,98,0,46,0.1,-0.2,6752,150,6.4,3.8
2018,3,10,04:00,UTC,8,1006.8,97,0,46,0.2,-0.2,7304,140,5.7,4
2018,3,10,05:00,UTC,8,1006.8,98,0,46,-0.1,-0.4,3457,142,7.8,4.6
2018,3,10,06:00,UTC,8,1007.1,99,0,46,-0.2,-0.4,2922,146,6.8,4.8
2018,3,10,07:00,UTC,8,1007.5,98,0,46,0.2,-0.1,8113,149,6.6,4.4
2018,3,10,08:00,UTC,8,1007.7,96,0,46,0.6,0,11327,146,5.8,4.2
2018,3,10,09:00,UTC,8,1007.9,93,0,46,0.8,-0.2,13796,145,5.5,4
2018,3,10,10:00,UTC,7,1007.9,90,0,45,1.2,-0.3,17993,154,7.5,5.1
2018,3,10,11:00,UTC,7,1008.1,89,0,45,1.5,-0.1,14667,150,7,5.2
2018,3,10,12:00,UTC,8,1008.3,90,0,45,1.4,-0.1,14019,153,6.6,5.1
2018,3,10,13:00,UTC,8,1008.3,91,0,45,1.3,0.1,9559,154,6.1,4.4
2018,3,10,14:00,UTC,7,1008.6,92,0,45,1.2,0,9703,157,5.2,3.9
2018,3,10,15:00,UTC,8,1008.7,92,0,45,1.1,0,11767,148,5.1,3.4
2018,3,10,16:00,UTC,7,1008.9,94,0,45,0.9,0,11031,156,4.9,3.7
2018,3,10,17:00,UTC,8,1009.1,93,0,45,0.8,-0.2,10236,151,6.3,4.1
2018,3,10,18:00,UTC,7,1009.3,93,0,45,0.6,-0.4,10872,152,6.4,4.8
2018,3,10,19:00,UTC,8,1009.4,93,0,44,0.5,-0.6,12308,154,6.1,4.3
2018,3,10,20:00,UTC,8,1009.4,93,0,44,0.5,-0.6,13052,160,5.8,4
2018,3,10,21:00,UTC,8,1009.4,93,0,44,0.4,-0.6,14750,159,4.9,3.5
2018,3,10,22:00,UTC,8,1009.3,94,0,44,0.4,-0.5,7304,163,4.6,3.5
2018,3,10,23:00,UTC,8,1009.3,96,0,44,0.2,-0.4,5814,162,4.3,3.2
2018,3,11,00:00,UTC,8,1009.1,96,0,44,0.2,-0.3,6366,168,4.2,3.3
2018,3,11,01:00,UTC,8,1009,96,0,44,0.4,-0.2,10334,,,
2018,3,11,02:00,UTC,8,1008.8,96,0,44,0.4,-0.1,8854,169,4.4,3.2
2018,3,11,03:00,UTC,8,1008.9,96,0,44,0.5,-0.1,8766,178,4.2,3.2
2018,3,11,04:00,UTC,8,1008.7,96,0,44,0.5,-0.1,11755,176,3.8,2.7
2018,3,11,05:00,UTC,8,1008.7,95,0,44,0.5,-0.1,9934,190,4.6,3.2
2018,3,11,06:00,UTC,8,1008.8,95,0,44,0.6,-0.1,11758,193,4.6,3.5
2018,3,11,07:00,UTC,8,1008.9,95,0,44,0.7,-0.1,7381,189,5.6,3.9
2018,3,11,08:00,UTC,8,1009,92,0,44,1.1,0,10586,194,4.8,3.7
2018,3,11,09:00,UTC,7,1009.1,92,0,44,1.2,0.1,14024,200,5.1,3.8
2018,3,11,10:00,UTC,8,1009,90,0,44,1.5,0.1,22919,205,5.7,3.9
2018,3,11,11:00,UTC,7,1009.1,93,0,44,1.3,0.3,8047,211,5.5,4.2
2018,3,11,12:00,UTC,8,1009,94,0,44,1.3,0.5,14641,199,5.6,3.9
2018,3,11,13:00,UTC,8,1009,92,0,44,1.6,0.5,30315,206,4.7,3.5
2018,3,11,14:00,UTC,8,1009,84,0,43,1.8,-0.6,44605,209,5.9,4
2018,3,11,15:00,UTC,8,1009,88,0,43,1.4,-0.4,47189,,,
2018,3,11,16:00,UTC,8,1009.2,88,0,43,1.2,-0.6,43658,226,5.8,3.7
2018,3,11,17:00,UTC,8,1009.5,91,0,43,0.8,-0.6,33665,252,4.2,3
2018,3,11,18:00,UTC,7,1009.8,92,0,43,0.5,-0.7,30998,248,4.8,3.3
2018,3,11,19:00,UTC,8,1009.9,92,0,43,0.2,-1,27137,263,4.2,2.9
2018,3,11,20:00,UTC,8,1010,90,0,43,-0.1,-1.5,27329,267,4.2,2.8
2018,3,11,21:00,UTC,8,1010.3,91,0,43,-0.1,-1.5,27267,252,3.5,2.3
